"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000196544",74.754902985345,3.20524528564864,0.399130376393762,8.03057215190884,9.70191374612479e-16,4.06893839439805e-14
"ENSG00000186642",91.8664208698663,3.70583745356265,0.461638668926482,8.0275715684312,9.94209725189536e-16,4.15731505378107e-14
"ENSG00000070413",158.736151136197,2.25860523686082,0.281645420485976,8.01932171651727,1.06330677230009e-15,4.42873550033692e-14
"ENSG00000112576",4132.4009382828,2.34760453354104,0.293166159373588,8.00776098631982,1.16815654472473e-15,4.80397283800936e-14
"ENSG00000150637",1967.8236243479,2.10061935196703,0.26250805150569,8.00211399200262,1.2230108225386e-15,5.00523684500638e-14
"ENSG00000204136",1213.52712648473,2.91231125730775,0.365115047018048,7.9764208051491,1.50637746220188e-15,6.03649385113609e-14
"ENSG00000118508",1515.48152416597,2.65029036374706,0.332389931380721,7.97343756093323,1.54320595806394e-15,6.17822578310233e-14
"ENSG00000071859",57.2362444027001,2.63131000345527,0.330141716529255,7.97024390349078,1.58361510175569e-15,6.31610181536244e-14
"ENSG00000181751",123.314178221565,2.56196946058023,0.32179912835077,7.96139341243837,1.70112568141759e-15,6.73400705898488e-14
"ENSG00000116678",669.972732428323,2.07532712097961,0.260892548665129,7.95471979402302,1.79537376201602e-15,7.09382180086198e-14
"ENSG00000157870",37.2346041935203,3.54078926069978,0.44528495767984,7.95173786949615,1.83913080525489e-15,7.24641511042564e-14
"ENSG00000099785",2838.9504514997,2.0775822295497,0.262491325585684,7.91486051934896,2.4753043864333e-15,9.40282367331219e-14
"ENSG00000161011",800.117137099446,2.10356787619415,0.265896162816558,7.91123818377703,2.5484142077504e-15,9.65454288535128e-14
"ENSG00000276045",394.206376480869,2.36325376937732,0.298735344039023,7.91086095613988,2.5561489819885e-15,9.66529742290508e-14
"ENSG00000022267",1638.54535202142,2.41437213785515,0.305602929235885,7.9003566618027,2.78106489290006e-15,1.03688390372557e-13
"ENSG00000238243",77.3097537753296,3.38820111405563,0.429250036722745,7.89330419147777,2.94289139116752e-15,1.0893703780276e-13
"ENSG00000172794",2350.75464921382,2.4201017178843,0.306940276280389,7.88460135376155,3.15541211429394e-15,1.15608289558941e-13
"ENSG00000167460",8848.50861055193,2.28946561342542,0.290417612148117,7.88335664800438,3.18701744214842e-15,1.16233662011326e-13
"ENSG00000090776",57.8800930158107,2.90450730163898,0.368727654910203,7.87710729846482,3.35047181258901e-15,1.21805769495987e-13
"ENSG00000150403",106.142538673202,2.46521277263768,0.313615744647202,7.86061546562623,3.82250573721055e-15,1.36388680675834e-13
"ENSG00000269378",109.667716643833,2.76243583365199,0.351709779739904,7.85430486378531,4.01995403319495e-15,1.42831565762142e-13
"ENSG00000259207",10900.661789574,2.78400656917321,0.354462081623245,7.85417316409123,4.02417987653905e-15,1.42861761606966e-13
"ENSG00000167657",46.940265484501,3.01041567013542,0.383336467207337,7.85319406751657,4.05573352750706e-15,1.43620481743528e-13
"ENSG00000250091",88.6707269607209,2.24583955501514,0.28609177210779,7.85006691548255,4.15815350266142e-15,1.46389835084961e-13
