"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000159840",2432.05998496241,3.18568318008402,0.420057014081892,7.58393045060058,3.35240911533162e-14,6.97938205413611e-12
"ENSG00000263465",1228.89818749005,2.20257719020634,0.291885544387809,7.54603039635261,4.4872536172316e-14,9.13533358092151e-12
"ENSG00000159346",6264.19349191975,2.40922623531795,0.319967723824951,7.5295914429044,5.08993301453044e-14,1.02265422706788e-11
"ENSG00000070182",205.360005511315,3.27177921876817,0.435109434939096,7.51943983753451,5.5011425105062e-14,1.09570375285017e-11
"ENSG00000182208",262.869812543761,2.86211905223242,0.380911035491885,7.51387800706916,5.74010774535814e-14,1.13837223001693e-11
"ENSG00000095321",642.09822947226,3.43910142601886,0.458007389665831,7.50883392629992,5.96563474911089e-14,1.1780208360798e-11
"ENSG00000006638",374.098392588203,3.00169049053815,0.400452829920537,7.49574048742217,6.59251116243371e-14,1.29072952588755e-11
"ENSG00000111786",48.5598680618146,2.566720700765,0.342505157760725,7.49396218598879,6.68249837676407e-14,1.30280402675811e-11
"ENSG00000122359",674.229043874963,2.56545860009511,0.343543271970887,7.46764326187273,8.16438195005404e-14,1.53952136689339e-11
"ENSG00000090975",297.331339531757,2.70130263282756,0.361990016131099,7.46236777936232,8.49812782323786e-14,1.58299134067682e-11
"ENSG00000160445",258.828392290359,3.16595532678934,0.426058009890856,7.43080813713692,1.07936178854221e-13,1.9197284667176e-11
"ENSG00000213563",21.3627763707283,3.61406968116215,0.486969183533363,7.42155726351943,1.15751187563221e-13,2.0327145571694e-11
"ENSG00000160991",961.547275839613,2.63856940184414,0.355910899254876,7.4135672927358,1.22946613084815e-13,2.14271729849709e-11
"ENSG00000180190",688.933929717453,3.13302929105899,0.422732450480286,7.41137636228165,1.24995296958848e-13,2.17020136342513e-11
"ENSG00000099940",413.117878220154,2.58878960510555,0.349484323888397,7.4074555799883,1.28745586202608e-13,2.21857094426291e-11
"ENSG00000175573",74.5757972392672,2.45338147158797,0.331319699199583,7.40487655130364,1.31272527608505e-13,2.24529702426295e-11
"ENSG00000115170",612.594421717002,2.69750063752231,0.365094483718977,7.38850012206333,1.48494288632438e-13,2.51184640440384e-11
"ENSG00000180628",3097.14265116248,2.02071894143792,0.273774452628986,7.38096240183654,1.57149385402318e-13,2.64851400086471e-11
"ENSG00000007520",23.7390888956037,4.17706155854423,0.567317716026687,7.36282587436021,1.80057178691672e-13,2.99076923884615e-11
"ENSG00000111145",1158.18790251544,2.5559483973325,0.348309468592137,7.33815364728272,2.16560480130145e-13,3.54588885793167e-11
"ENSG00000112062",360.449463818453,2.03460973258275,0.277670530415832,7.32742408614905,2.3461848823631e-13,3.80098473371571e-11
"ENSG00000186111",110.790545196679,3.36917466612757,0.460699296819513,7.31317518691048,2.60902500535165e-13,4.15367614173805e-11
"ENSG00000167657",56.4659046826534,2.96407938014989,0.405529505544807,7.3091583710236,2.6882078609216e-13,4.25032452512037e-11
"ENSG00000091542",169.165126395811,2.12849862363024,0.291664222956592,7.29777071062646,2.92574662986886e-13,4.53244452660829e-11
"ENSG00000109062",520.295018457065,2.73939385122472,0.375604999305972,7.2932837855898,3.02489995302828e-13,4.63918822796104e-11
"ENSG00000141873",259.431494720733,2.98126693383508,0.409475037276965,7.28070495740275,3.32080242961446e-13,5.05927548962124e-11
"ENSG00000138080",28.462517739334,3.93682118385051,0.541839162134557,7.26566379650658,3.71210810931818e-13,5.59980636425342e-11
"ENSG00000158109",173.82061255237,2.41236404202235,0.332080502372291,7.26439530411781,3.74710713572992e-13,5.63413069656646e-11
"ENSG00000180694",652.872831851457,2.79426623996911,0.384764070936981,7.26228473766921,3.80605932142175e-13,5.70412994718614e-11
"ENSG00000184887",135.842498946598,3.64512692214649,0.502018470497574,7.26094185047343,3.84404187153859e-13,5.74234956199645e-11
"ENSG00000125970",458.951683629837,2.32310750726152,0.320202043096116,7.25513018217747,4.01275703140146e-13,5.96553801866356e-11
"ENSG00000159069",647.636205005435,3.846753447116,0.530259674977135,7.2544710236204,4.0323458461299e-13,5.96553801866356e-11
"ENSG00000150093",5507.04733615684,2.76952365297439,0.382254297746988,7.24523875675957,4.31678080556874e-13,6.24575738566723e-11
"ENSG00000163950",259.701853322704,2.1293701733019,0.294320892510707,7.23485905175566,4.66012864954813e-13,6.70039122392843e-11
"ENSG00000238227",86.0277155897089,3.78879765817426,0.524438751908085,7.22448073180965,5.03020175490132e-13,7.12121793055414e-11
"ENSG00000066044",173.984878494601,2.51511768806463,0.348290263544318,7.22132643752356,5.14829006825571e-13,7.24572152442083e-11
"ENSG00000176871",196.874574234712,2.14295362203622,0.296887479060219,7.21806668580172,5.27318580754532e-13,7.3969292379622e-11
"ENSG00000111885",437.364772005839,2.49507242343797,0.345741633900041,7.21658076087917,5.33110078994937e-13,7.44843192863496e-11
"ENSG00000238243",94.0826769082374,3.35003359829057,0.466399774263802,7.18275132868255,6.83223046247409e-13,9.24561539936567e-11
"ENSG00000047597",811.400470485876,2.72958783567539,0.381988342959264,7.14573595238342,8.95149846812766e-13,1.1869119438575e-10
"ENSG00000157870",50.0093460249943,3.68171704989348,0.515321012573034,7.14451178986552,9.03163063569732e-13,1.19067428523907e-10
"ENSG00000077585",160.181221271872,2.80968682133699,0.395194483396879,7.10963067395687,1.16353890842109e-12,1.4995637304329e-10
"ENSG00000171443",43.7971827933074,3.89532661272025,0.550760258621852,7.07263560095528,1.52018310937346e-12,1.88580349376731e-10
"ENSG00000101460",29.2138389495958,3.47928211763976,0.492775172462515,7.06058728619171,1.65800357769716e-12,2.0288495906874e-10
